gB,gA,kB,kA,tAB,fAB,nAB,tBA,fBA,nBA
18.86656441411261,88.99249390213377,0.8113784696979572,0.8530147977705679,10.710664590471433,73.0365460331254,2.0,41.10157312124839,99.8270058560776,4.0
73.92625670460227,74.06360431470323,0.9860058674839617,0.7416892830895376,17.91105786354853,4.661736656320439,2.0,51.79703584004814,37.05854980635079,5.0
42.90369050124613,17.10731698027106,0.9105173926334962,0.7971800636675829,48.33952325686122,61.400695243906696,6.0,35.906051599770684,38.79424853991438,5.0
19.80854406542967,58.65673567225497,0.4661560732487072,0.577021780843302,9.067330612995748,80.99849086052245,4.0,48.29055064033137,14.782815758641245,3.0
50.60495746350308,67.20601970557907,0.6372941143494846,0.13897506617606617,39.21587694416013,82.47398772113493,4.0,46.416393537144764,14.400869805841882,1.0
89.87086972972926,95.16321919868561,0.36023929856177117,0.5720947260972342,7.47340087051483,21.002950333873336,3.0,51.85269432530199,97.22241761494666,4.0
37.82217386642911,69.9252355134841,0.40504669089763956,0.8645754283555104,50.014185529045236,84.23231145342484,4.0,54.442297895711796,84.91355062680253,2.0
97.8375358407084,97.78179431088823,0.5434399926140455,0.8498705765438304,58.70954157523593,66.59493998647073,4.0,1.0124224023552735,52.53802091196741,3.0
22.403419108941232,21.053141784132098,0.9839505182344219,0.4653026517651595,48.327634747719806,70.61456466482268,5.0,51.90123610248619,58.8349774614178,1.0
47.1295837520139,81.12335439170185,0.4049231569554912,0.4373114217846116,39.379443202403735,55.34334267112014,6.0,17.867686909941657,94.63232273676375,5.0
31.950842250221278,62.05940741191364,0.36979564393831477,0.5796730553071339,36.548067582391184,12.720297157825598,5.0,46.11733738467861,92.52010154967857,2.0
43.85589743269505,29.2973269609514,0.1903104224376444,0.11121257517817461,50.44771784194587,7.85167027675794,3.0,5.762476666030468,69.50680831843621,3.0
19.34015565515718,77.93343023783662,0.4855769362732769,0.44540956380472596,37.55128889856818,68.64193937302777,4.0,52.38603195254848,25.22446792366669,4.0
78.43914472344026,1.2655466945347196,0.747556549852512,0.5817417504534397,10.525338998832586,85.34300752423063,6.0,0.9799273693665993,62.0936552992636,3.0
11.688901500341256,79.08291860323229,0.568476719621005,0.6245875091663623,15.880362328451826,73.5511699900707,6.0,40.394176728432356,88.93660067657609,4.0
70.49587878069285,13.693095161181953,0.9777380794790852,0.3197481703143286,17.33887944597123,51.576581413990205,1.0,56.66337382214569,1.560634353492786,5.0
73.01276441684142,31.907870781348294,0.4246758365123048,0.8129347441625161,13.61509450587758,52.7300047787537,1.0,53.14986557631581,72.7121192425155,4.0
76.03532186581211,17.46907504375833,0.9114177248140352,0.6558280404906083,45.48280030623594,74.7908830567228,3.0,5.985759680434151,1.2171735836778523,3.0
83.62149316120711,98.11112091289952,0.28292756813247544,0.46098616219066035,10.597970340377053,87.98890853889772,2.0,36.42134106643118,52.17553766886162,6.0
89.66104000764429,95.13461339252926,0.3930444104313089,0.1568570499264288,38.46129445614594,45.700601058266024,3.0,16.088890718760283,38.61867398523507,5.0
80.32253314512096,6.320260699659356,0.13173573517865664,0.8872030425783547,8.218374504886983,62.43323238928524,2.0,35.26965136678371,57.40998835541519,5.0
54.21076842861802,40.20232201812605,0.48818658060571785,0.8626049267506881,33.97181200556501,15.38247570260691,2.0,38.65406877050651,36.16072657820685,1.0
41.689823410087506,23.009882049217296,0.7844294523726287,0.631949865910957,57.150003355247094,48.38167349272821,1.0,35.08470420387463,75.29486168699418,5.0
20.126791994569327,10.907205724560509,0.18365509911418093,0.4796875292846875,30.465327066430735,73.96139339785357,2.0,50.604185997375446,53.29367745450958,3.0
49.78905241091145,17.775182591436806,0.465588799062442,0.15028416114450083,42.08369952014066,69.24712824770798,5.0,36.58897144337713,74.41791257195838,4.0
86.71721041046662,69.52912565596422,0.2604704272940031,0.9553834603941347,21.94384515605993,71.61766286520724,1.0,28.016574112627602,14.825060464191115,5.0
34.62536730409684,54.73195743584145,0.45076438707479705,0.7493837697433591,37.20921289416866,26.863352356243034,5.0,41.11040799348228,96.07064864684348,5.0
38.66853193638684,39.87128214020754,0.8495303334936,0.38746764622180085,56.05196290603984,50.24638041990629,6.0,21.43825188669123,79.54422524991558,2.0
54.57580308273356,72.79449330167559,0.5917811945910962,0.7957962468274988,39.62755691693029,27.936557297175888,3.0,7.72780028571171,74.99224634049166,2.0
13.584891316329426,53.84478498752827,0.3299974787007336,0.32501978578358737,9.960626419042262,80.40982685953553,3.0,7.752085348922985,93.65962658595349,5.0
99.98147717784315,30.78903359784272,0.34654584840785807,0.43413529252738126,34.47298210386377,35.33490675856112,2.0,29.36494770370136,90.75919178407058,2.0
59.31205632621366,12.566307180786513,0.761774138580435,0.7280293697278764,18.774893144422638,57.418978386795736,4.0,42.93065824655284,42.71221727171526,6.0
36.22969801299099,23.53804289182618,0.3922542581838586,0.30457917391050293,52.25434001742716,9.235196846258564,4.0,26.388728153741475,81.50939525592896,2.0
5.167647443631748,27.789390382620788,0.5262509545232705,0.2749447527142951,24.303583955335913,5.1771987082510815,5.0,12.147000814588164,14.735788089824235,2.0
43.23104266484894,80.97584045427203,0.3195015756271483,0.12298843290427275,27.405623617441293,72.18788113439743,5.0,14.334876088797174,31.24175569998229,3.0
14.010460988931465,21.62850874801997,0.6202491869146857,0.44604288550659843,53.81923785437537,3.9245152776787684,4.0,34.993429780146016,95.29911585237072,1.0
57.252538476954236,35.51920704305987,0.4121055025380814,0.3394436031701473,35.9941438731879,5.583638681820401,2.0,34.956337159991165,90.47840711199531,6.0
56.80362047208978,51.51361687593801,0.2698506158196487,0.3358752098209783,58.48929677564703,90.57699107832677,5.0,4.550349812964214,55.93229197636565,2.0
25.00198247814353,29.314461368123986,0.8036810921911703,0.2558095043201406,50.92085266698611,63.36656454120737,4.0,27.988545189205784,24.682725858892862,3.0
26.54502416045355,89.91258761349698,0.7361244415109335,0.405810843861119,54.76197228501083,69.83724621957865,2.0,43.298942845474585,46.63756661478472,6.0
62.975464707200274,40.64067554588412,0.9346963827599196,0.4388826522660053,44.03711916990354,47.9371088741462,3.0,43.72463103072101,69.30893516472635,5.0
26.73030668580534,89.92747850938458,0.818719649106214,0.3427612365630678,50.64243876629886,57.433577476704244,4.0,45.95969060431044,23.868264178256577,3.0
11.585754220012507,22.445139626610697,0.7448877065521358,0.8030735007847624,58.020545193804814,35.61676665820216,2.0,55.93649673554677,61.38706887281044,5.0
79.73542600576937,19.07793011248908,0.2764327467998313,0.1378368077262372,37.018185791622976,55.282037071892695,4.0,24.294947839733638,43.684367770258675,5.0
91.0717814845306,38.334160001697,0.6436469246559932,0.3048660435049908,36.45674107906866,92.67519855145738,2.0,20.105224798588146,38.16727357427942,5.0
64.36022632666258,89.27821076567446,0.5138725391180982,0.5994006313378525,8.912443967291011,66.84295584169848,2.0,53.31016057925843,59.77704961908048,3.0
41.84369150128866,60.82195127129034,0.44640473341237163,0.8331252035239128,13.744609213447855,13.932494958172743,4.0,16.275791957647225,94.33990586936484,4.0
71.31619934099339,17.781751420250835,0.5911398026469511,0.5978575592301444,28.25348524531792,23.03451878777069,5.0,6.494696741266076,79.58632308407827,4.0
17.13309169292242,24.07199699138306,0.831241849982774,0.12175148633590596,20.43370688378543,88.32128381720717,5.0,11.953633296295571,15.494869896475157,3.0
85.15986442562482,28.911691333781796,0.9642177168326045,0.8606849389685047,53.970482431512906,54.73117093362931,3.0,47.87053871126116,8.879215543607053,3.0
79.83270217278353,63.296903201764316,0.7963006491672598,0.28766013463887286,1.5846187983017859,48.30680344472085,5.0,15.116973110395548,62.040602972139766,2.0
22.171211893401114,83.18391281875624,0.18220507787725362,0.8883189119369164,52.5923970357552,30.829071124265393,2.0,48.22509651731601,91.78743979502543,4.0
46.119050203630366,97.43081442746293,0.8611231987721831,0.7886676344721224,7.062736687341273,62.45542530451331,3.0,33.63538798355386,48.090504520581796,3.0
1.580944250511216,73.02439606436799,0.6226819700086798,0.26677757962767457,5.06403277890013,10.357214783458769,2.0,22.637921221309742,20.849789406439747,4.0
37.809981340680324,75.45983543076679,0.6541813673727707,0.7398765667488382,33.87956103370627,33.926573646266725,4.0,8.910754251149918,93.49392208049842,5.0
60.282995982869274,98.85529405237787,0.673454337860027,0.49392353502321185,34.20274327393541,56.514842419173235,3.0,56.790513856397375,95.7947949428386,5.0
6.599614004275621,6.340872165126082,0.1491178553385828,0.9986139143016761,24.703755069152017,85.17732115564267,3.0,16.828484593917686,7.403814814707259,5.0
87.55173167240653,54.854367448514665,0.9049494204431129,0.5991782786397575,50.55009783785414,87.87627547535487,1.0,15.472502371286279,72.84800207291325,6.0
29.34472000008295,67.58949525321552,0.5196336593116262,0.46749806410069406,35.97868700513295,12.48564544615007,4.0,5.109963385723857,89.17719263372236,6.0
15.364507459822757,37.55679671121353,0.5771848764367357,0.20827839482020866,53.31926759028416,12.45261899086508,4.0,14.743187834912053,20.168974769352886,4.0
82.97213343798002,1.7471478942657337,0.8292347930329469,0.6615221593066011,24.51169043180656,13.398634989161502,2.0,3.1047629218857975,6.157899006220353,3.0
8.822849477755017,81.81563004082822,0.7019325708886787,0.5610370010721806,26.270877243342944,64.48784674383376,1.0,36.93267757007263,3.516981970551796,6.0
36.17720757794537,74.16813325031819,0.4742172915304351,0.7390304454753384,5.530436684765834,97.5262425580445,3.0,22.322971949253876,51.67277666294985,6.0
94.79282896881347,23.885856645349058,0.13971658594239741,0.2120141210489327,22.59144963432447,7.891824838856396,5.0,37.56579184733844,65.3670386074104,6.0
12.648824556488181,3.5591554000155616,0.36438386542913015,0.3468370747716053,34.87868140918378,16.749228033203096,4.0,51.81191070418931,96.3798926257068,2.0
20.535804399780684,15.902685903335438,0.12163810311118446,0.6899495980615175,31.68871054297813,60.25914447598995,5.0,45.51622193387655,10.302190428890764,6.0
22.082907728743237,89.85077625273726,0.24483997041876318,0.9415554675716744,45.04712402593014,2.6277730198672105,4.0,11.529928410160466,49.34720173197462,4.0
82.11902361101102,64.33560185476027,0.5558773719830921,0.32753653925847614,6.259026652074985,11.294107543273237,1.0,28.003058174687773,65.87395361974546,5.0
10.844677047621532,31.039301240022073,0.7931956081769171,0.6356648177554404,5.19477894136206,11.148048209498006,3.0,43.44713342824447,73.99162843144967,2.0
51.24494975939299,64.55457247643201,0.42978013761026423,0.7285008244351523,2.632148707052052,71.91872446054722,2.0,21.32511272668999,11.803079322260006,2.0
51.629964224035646,52.64584329991029,0.11182050390097464,0.18598812942016718,26.424655088310537,59.0447169210172,5.0,13.870146573046043,31.257370809382888,4.0
77.7358930920943,14.96313889794986,0.9972193916253059,0.6544026331887174,50.98955022743708,24.29510722130503,5.0,11.634792690371992,62.04892125215016,3.0
44.09846352616211,93.51890913729989,0.3574335467861376,0.7779217590910272,42.7506585315998,89.54339734764307,4.0,13.966564588790103,48.94008287364878,3.0
65.40969033796618,37.984978654299084,0.495384010840335,0.7816592705831925,17.325241773484432,56.164358550149046,4.0,10.977133958898246,8.365030707149907,4.0
38.68932396189213,99.92426912053152,0.8156140858512714,0.43147599359088673,38.94503158500915,76.99974804567341,6.0,1.8998285047774994,14.320658747020389,1.0
74.20044287969748,53.89448083978764,0.4768833761135831,0.7766840612135827,19.413033401388297,81.27855520647906,3.0,24.849957016679703,47.01944019581042,3.0
88.0418092608381,35.36593871213042,0.8637974574832001,0.7198150670376264,49.67948220657928,49.399639640986635,3.0,38.83850833467635,12.327306367577174,3.0
62.72699011594826,56.53115876787511,0.42710674857294406,0.4363666641886291,27.202888062958923,77.77458447923772,2.0,2.190571319056268,71.43718242710545,4.0
96.31876713270253,99.55040713540328,0.6286141131301303,0.14997497303759177,5.616008979182604,65.62139281618735,2.0,56.46793938457158,1.5797738669060246,2.0
8.236883951933756,86.2436250342841,0.7805493621383522,0.5124270638000608,25.787342345292977,92.39595107255535,3.0,41.431611842441036,83.75562991387011,2.0
62.966799925102784,7.71289916142125,0.42267185706555055,0.9409356469810525,27.987801228719437,19.179576906510416,2.0,30.366488770692644,33.9808994765985,1.0
30.138918177786632,94.21492500776039,0.16977676339436001,0.14123259125987042,3.540790823354924,85.27004885833732,2.0,11.501071726489108,44.06985611210486,4.0
64.71713245768899,36.31406719335971,0.3026958426230495,0.11792318127718937,50.915301126540164,75.83118242669083,5.0,10.16753231809496,78.4175857943542,2.0
48.89162201591094,72.12109703363383,0.5271344255447658,0.28802306770532016,43.22229049320753,95.93555056532504,5.0,18.15482683204075,74.85692486415789,1.0
21.200328347771617,88.0097712495646,0.11894526472741601,0.374579836422974,47.64729690546767,69.38242824483737,4.0,45.30284193064378,4.7470206311841245,4.0
90.81096779885982,54.72557252812409,0.4886594040074518,0.6053772831271738,35.82682910901317,69.49376887429531,3.0,24.88252597050122,27.000038283865273,6.0
26.97270760667172,61.788869303468005,0.6797321504225444,0.9753376402082707,54.18040906920999,56.16068733131765,2.0,30.427369490584862,44.186673783099394,4.0
55.476128978840094,81.41761887393332,0.14829963829635726,0.7380129681787685,34.87062430715922,80.60544374233824,3.0,22.211652896220862,23.753340635623694,2.0
69.53044574240513,31.161073514127732,0.8183222423292876,0.4882539421245332,19.613145988306776,5.581037324449088,5.0,7.64133357389366,67.41123470208913,2.0
77.05591078008784,96.9358718336903,0.42790422127953265,0.938920544634269,61.34915654256944,99.41012986950554,2.0,37.18543454647069,89.28877788205772,4.0
84.55968059417211,29.796873000596975,0.10101317434331383,0.5507715043793132,58.83635220033536,25.343677704810556,3.0,4.649691833929282,19.265040544720506,5.0
56.04844873503527,6.898682990418125,0.4919642372555082,0.9133129909887235,5.270931023560599,77.19420486637969,2.0,43.63262857475226,18.662654403110793,3.0
79.5411217972385,71.20314288526512,0.594768991722666,0.513897693912458,29.871275094068565,7.034237020842367,3.0,55.75598326284701,59.81294077457764,3.0
30.09171317709183,35.46741323685479,0.9047786619884817,0.12232582654775902,29.459668436124126,78.88185390336525,4.0,49.46574165885048,99.75250257520136,3.0
76.19741840842731,52.13216321895592,0.35292168112658606,0.7445576200466036,22.020228245944825,20.799637935594273,2.0,14.697768265497825,32.709700532530405,4.0
71.83115976027989,8.721565697003243,0.638543918545514,0.7314913639097023,29.1551374888236,3.9268832248824728,4.0,37.285195260633856,2.992023698971951,5.0
15.241473083786122,28.158407650219218,0.8659585188352086,0.7210473619337652,50.89426483706493,64.70448299698312,1.0,10.755222098794917,91.22101478814437,1.0
1.2846089773773914,81.91902802029904,0.7357760957853705,0.7275149270682963,27.506827365498346,83.45602638774793,6.0,6.341669373514197,22.559935240456714,5.0
18.534637893104215,68.9876312167612,0.5002188325941832,0.4516033191212083,19.97537484172693,60.27130935855125,2.0,53.274966247700895,3.958800054044808,6.0
93.3253764388075,87.07215213389793,0.9128466504923322,0.11572440147462304,32.910271043829184,86.20141766082334,3.0,45.30306798009474,51.46524026609903,2.0
97.93037690717838,9.125007295545167,0.33832637000303,0.6461732611765671,56.59168714946933,31.34156266441924,1.0,55.04516590393662,15.401337392725754,5.0
93.73260885489333,59.94748339036794,0.5360635410714647,0.41718909786814207,11.744107686029768,95.58889684836,3.0,29.47593089014259,94.15270132443794,4.0
83.0638152851674,75.68166919681632,0.8628335173416926,0.6445793116911758,8.401041024906457,45.04259858555094,2.0,47.0357951061374,34.00914838022021,4.0
45.978572503796826,60.34788759578597,0.5699298466751265,0.1388069680536183,2.680118878798195,17.194129894650217,2.0,12.362493108920795,5.262141322830214,2.0
29.09293910869407,1.6835332299663839,0.11848074534405405,0.9159463564891285,13.233204386537318,40.96721619038017,2.0,47.54184811958002,85.03641506240702,1.0
62.03858629548045,60.26078852363379,0.6539185116309172,0.44165463028563634,35.553804863280604,55.955685942334796,5.0,55.43617342087948,44.51760038219102,3.0
35.04709727568215,73.62167909041152,0.3751870325913381,0.6539856644471279,22.4601107757079,97.60686240714935,5.0,21.255115061337374,65.00584263425527,4.0
69.29013567969383,67.9141294630296,0.5754235496765258,0.7393488145956366,46.61326135294356,72.25376205834958,4.0,22.86763868751916,83.90997603012147,3.0
96.52737346571863,52.813127711797705,0.4837949563153676,0.8648947340675311,10.652504212503876,11.061380448758188,4.0,16.424707483891755,38.89080221016799,4.0
18.30506115461622,25.43030596325874,0.7928770205128195,0.5630365178587614,22.861778167444353,60.351582763920845,6.0,39.36976329740492,22.409653701449635,5.0
39.84841398099319,21.987540343094057,0.9512363933395352,0.8343784556062932,9.280957534921717,69.1644563067769,3.0,7.988509365714014,49.98045742635213,4.0
44.226728542993264,67.33976277512022,0.8047469659524716,0.6260645224241779,3.4670436290563575,74.51720670036462,2.0,2.0736174868468993,79.09546942094146,5.0
80.38510302378594,23.508016776708594,0.48611552750201725,0.23324970893759367,50.0213319647425,52.13924089911249,6.0,10.87204044493065,37.394890192544146,2.0
17.259368326354746,40.896758520703315,0.31455801433673813,0.2286084413255617,39.968723664078794,74.4211307885873,1.0,12.615833386488518,42.908229485393335,6.0
25.490162823141816,56.35707114858981,0.5609204055204214,0.8543466209648674,43.811959436507884,64.6947270541325,4.0,32.55175308707385,89.52606425062395,6.0
94.26816120747807,96.10946543959491,0.19875145907357883,0.8119587090631835,31.40731723130864,23.362862424928732,3.0,0.935810877195874,44.874393429938074,3.0
76.00648167336588,67.7310041132388,0.704749874758797,0.9419485999392161,40.0031202242853,62.52089669311173,1.0,29.279901026544536,58.729710079725805,2.0
26.26759214111668,13.215919573528582,0.9993035949479135,0.5043957666205461,17.644843929510255,26.818607038446643,2.0,27.899700768490685,72.53795738566859,5.0
20.200410279232837,34.092142639263,0.9814985393356647,0.6891138789811102,35.08454564995302,26.037691297913028,6.0,1.9244476996495523,25.437495558301404,5.0
99.61694825045404,27.19219138502839,0.7115222521370229,0.4116680391955526,23.17989674180672,75.40617732378858,2.0,30.34704080271637,23.942332601200164,4.0
80.83121110654915,93.09461386560083,0.9725529257179112,0.25873666144047436,30.957818712938213,34.1908254339632,2.0,14.717171993084143,21.399098381929306,2.0
40.515279024954644,2.9327968435967,0.4454438132546048,0.6889769754703197,40.59594308435259,57.27476522121134,2.0,23.21651356028091,95.68447791138111,2.0
2.2413240577841096,66.70396652411834,0.12174398225246852,0.2707570058454327,26.938813163146442,50.28752358017064,4.0,11.23419016185641,23.213312001939528,2.0
83.67135749503241,61.48235758768943,0.8807732135984276,0.28575676220610713,49.39628447865316,77.34213351520125,5.0,24.661833545062365,10.414665626728475,1.0
2.880731854683222,53.36273594958592,0.36258704680307463,0.47309045628323976,59.6440390737722,19.68993598574712,2.0,36.83252233644042,9.357792587365523,5.0
64.6208376046317,27.152779452231595,0.7526106235213248,0.5935908495655977,31.543263537827148,81.21200193774382,2.0,15.520462018278973,65.1530186006133,3.0
88.75349767952899,59.152558715984284,0.7024106228867586,0.24810888480624954,21.909342358838884,33.077889222430585,5.0,12.943384273589402,17.473173721487974,5.0
50.948432190944715,61.59545636279879,0.8005198746821472,0.9525184375921741,10.835585024672334,23.210059237972718,3.0,4.5947511335199875,95.69923678785317,2.0
66.38325070948703,27.858198370538055,0.2644862383585743,0.6382654931508209,16.061694293140075,11.783807748570304,4.0,30.26894622533146,17.5543165575063,6.0
91.59717891964334,45.048114262294845,0.8474785283636097,0.5198778086591975,34.25236788068465,93.48944640778632,3.0,48.2262347516722,83.9189370589636,4.0
51.072042170578044,99.60495833280552,0.5622741871673991,0.6745961486702869,56.210961617016984,36.93739055661149,3.0,34.59861619161921,75.91912377073045,3.0
40.467963265596175,69.63765020828694,0.22363822371756192,0.14275377053518698,49.87912210507097,2.318834092550953,2.0,33.39689070629778,1.165575366226041,5.0
37.55371964543643,19.824892878467775,0.42875921457349564,0.1570003613530758,48.06584668424657,79.90955736344954,3.0,28.911129514733826,81.98985121114121,5.0
51.6445822244709,35.61282641889651,0.2671149483458587,0.31522589976200943,28.620938510798897,66.79808107018225,3.0,46.895868534288056,32.795514042050584,3.0
75.28644406386876,99.5722682380944,0.40748946572267064,0.27719564921175455,59.44687951336026,50.54136128713761,5.0,13.540026472785101,16.621136115369886,5.0
91.07497704803676,84.19448332801944,0.7160396914403949,0.142377083345425,40.60536862023707,83.12657568494315,3.0,39.58618708884685,20.008079200022507,5.0
2.7242460015959713,16.501437620706795,0.731905409536176,0.13198969689112575,46.9064393945822,44.79925852788025,3.0,26.746939696622803,32.81615501115425,3.0
92.58288832219475,20.116557291454264,0.4342653698657736,0.840385696306189,44.375773745986805,7.682077910709152,6.0,48.093271781736775,29.898543921385055,3.0
65.23403972074125,40.47181454935851,0.8454832143542435,0.6355666091474135,46.731083699708016,99.23589522659877,3.0,52.736239754888494,80.03042682524801,5.0
36.98015022728572,34.32674631266186,0.23888567151018367,0.35833007461151534,13.839541061209141,20.83977317531968,6.0,54.96856775196754,93.00923649967154,3.0
31.949550423928404,5.8133868298168005,0.3926524014995978,0.6207967207309625,14.49276896591856,48.093345686821884,3.0,24.62231968732272,73.7182407794839,1.0
42.07834254891616,78.18821476708922,0.8152825398537105,0.9604378695974385,32.536655044193225,7.001622718766733,3.0,25.482594872822357,11.87386537029371,6.0
19.92998805124415,7.565508542072152,0.2731497219971537,0.8888595532924551,29.893484298717457,94.96499055407345,3.0,24.007005652385875,20.29166652799862,3.0
24.91512078740448,65.08625573649672,0.6893685417043067,0.6540421202210293,60.27433313608213,36.69420221145426,1.0,6.008424640299932,96.73613010612847,2.0
48.709139155424985,26.603963838593042,0.35518725419452,0.9446839383641246,5.426828465483255,88.94272060797576,2.0,39.85244902831037,5.316683126843856,5.0
13.71524507039496,58.391146169953004,0.7378737880879421,0.5415811705673031,20.355324275691466,76.3784438445155,3.0,23.229885024213637,74.47811227104846,2.0
24.554450421363686,70.18218072474949,0.9948544444420586,0.8291832308517,45.8697709328469,56.33415000302343,3.0,54.619168400670034,23.90840321761573,5.0
25.881900910743866,72.90742413540869,0.6447216965544463,0.2292178179308035,15.076479470756121,31.577854695626364,2.0,42.4062555730512,67.25420969742336,4.0
34.30516661631834,86.68093556543863,0.7750425553645482,0.4018750374910487,25.234107125533622,53.707641057871626,5.0,53.075332408084876,50.200592242049936,5.0
44.97563377677342,72.43169198066249,0.485419792906873,0.2550869524577631,61.22154654081556,65.89096706714656,4.0,36.4315699761574,95.16913643229553,5.0
21.050693408840303,74.41548928478839,0.3008867710140489,0.10977723014810728,49.61420801956816,41.459955879252895,4.0,9.811055808702271,31.794899323613123,2.0
49.62179055039664,87.5827248419115,0.3379298263601175,0.9622756632854003,58.05465715156993,32.213212875433584,6.0,43.4223865733943,77.19410690598959,6.0
67.98577076648935,21.97626345291927,0.7268727962691497,0.5757999981282185,17.749641769722704,62.44879900626888,3.0,36.50441893440401,44.41752256588332,4.0
44.58531001194019,71.81611454717314,0.5800924461259365,0.6236489678692116,40.19958655033436,3.0815378917969154,5.0,34.23555726070713,73.8079625128944,2.0
25.774926517833613,27.41208123644422,0.5981524488511669,0.9189704739502222,28.859491119347787,97.23736226723965,5.0,23.354705638236098,80.31456323973647,6.0
73.78144049872886,83.51882487198989,0.34440604125300966,0.8208995878834763,17.73275599770472,40.46982095602031,2.0,17.825750082580818,66.1207615244228,2.0
25.942020488066596,75.54329106629986,0.36238104558307827,0.9217156437366831,33.8905865015639,33.33465012171227,1.0,13.760582996548195,32.34853430107216,1.0
90.03067179001005,22.51571649680748,0.8313868342939175,0.44815124522695104,20.79263017950164,80.99630132205039,3.0,18.543667172203737,51.756756321563984,5.0
19.83305883295171,93.95382995106417,0.21887616832298376,0.5822026937203935,49.57152416397412,98.58187584832203,2.0,10.85953285649321,78.50842715797869,6.0
84.10100402421514,91.00114189147928,0.707545028008523,0.8194072717969303,10.333541358346809,13.13358216525821,1.0,8.510068098646592,8.210405937353007,5.0
63.86608118196124,17.983848027263434,0.32191850312914055,0.9947445090474739,44.172942986721715,91.96705469647385,4.0,38.31788192171294,87.43619419158816,3.0
2.1825021909533278,23.2704410031636,0.1536862253329547,0.6956347623494726,54.173194496760715,4.935506201153462,1.0,39.34728299567373,62.9455064350043,4.0
98.21655849985271,40.80183740150564,0.13310400007335457,0.7330736317930127,9.94191546271411,61.76939350778149,2.0,9.716864962256253,98.13720950501636,4.0
76.62217220370844,70.22986371789024,0.34028087197095347,0.4814115630475523,50.70444137740524,75.50765636945391,4.0,53.97342977799908,54.08850455403652,3.0
56.887222413547384,25.53945667336707,0.471569953109952,0.38927056761866563,57.21786728371705,45.15122653744263,3.0,51.31064751042674,85.45795980818002,3.0
42.807369251393276,92.68412449675851,0.6810490052524427,0.9482727651710952,36.692144343913064,17.640238871725476,4.0,2.0812316914060287,99.83205937158345,5.0
27.439150535549963,83.78995075574407,0.22529380762489526,0.760921783343924,36.59673996539104,25.32726087028948,2.0,28.669996525105923,11.944047911869859,4.0
77.9924628682896,56.35037843646637,0.6552311561958368,0.7590869897945716,60.36473909324564,49.49016185605748,4.0,4.616355669631278,7.439280655440644,5.0
